,Eigen-Patient
CHML,0.06490279778104155
HELLS,0.06492878831032424
ZNF736,0.06509823116284741
ABCA5,0.06513948175808067
SAPCD2,0.06521720810355155
GNAZ,0.06522511082417252
HSD11B2,0.065272554262174
LRRC37A3,0.0653095929273162
GNA13,0.06540466508665031
SMPD3,0.06549884675800229
VIPR1,0.06552364567805452
TFDP1,0.0656017554180466
CABLES2,0.06561043385351491
LMTK3,0.06569992184327711
ADCY5,0.06590193986859685
ZNF678,0.06596714434065502
ARHGAP11A,0.06609438671828706
NFIA,0.06611115389662481
VRK2,0.06620135337233236
GCAT,0.06631548359155438
CCNE2,0.066316891685052
RAB26,0.0663636498909865
FAM169A,0.06645938225266802
IQGAP3,0.06654971771418089
TACO1,0.06661703684426916
KIAA0101,0.06663657028487943
OPHN1,0.06670770659449085
ZNF396,0.06676714715483058
HN1,0.06687349282158854
TLE2,0.06687372025035375
KAZALD1,0.06696244739336613
TRPM4,0.06696308272193698
WDR76,0.06698490228045588
ZBTB2,0.06699126599926293
TMEM67,0.06704845615834414
TMA16,0.0671744610597747
RASSF7,0.06733789564918027
MEIS3,0.06734065580457115
DHRS4-AS1,0.06736511800388648
ZNF692,0.06749192007606417
FTSJ3,0.0675298185169476
TGIF2,0.06766833657944867
MTHFD2,0.06767763372266687
CITED2,0.06780767853364172
CENPE,0.06781415571819695
WDHD1,0.0678167325695555
SPATA6,0.06795956460411763
LRRC45,0.0681112981119889
EPS8,0.0681351541049384
PACSIN3,0.06822529841543545
PPIF,0.06830597929755054
HSD17B7,0.06833227884312063
LRRC56,0.06845495729337484
MIPEP,0.06858094750394264
CABYR,0.068585008429945
SNRPF,0.06859516048128365
EME2,0.06865692453836733
CPLX1,0.06867431240234902
BIK,0.06869617520887632
POLD3,0.06872400861105107
TPPP,0.06883824805046053
PAK6,0.06888375421414585
HEATR6,0.06895167468033665
SLC7A1,0.0689807754226532
PET100,0.06904073306206275
MAP3K9,0.06923406731240082
VPS13A,0.06924262237384936
NEK11,0.0692550112114681
AFAP1L2,0.06928439949376701
SMC2,0.06931337599240851
FAM84A,0.06938505117922329
UTP18,0.06944102383922843
MACROD1,0.06948665900263028
LRRC6,0.06961824073489475
C11orf80,0.06965562981191302
ACOT1,0.06965564151050957
TBC1D24,0.06973154972826218
GALE,0.06979642233318963
EMID1,0.06981618001903944
OPLAH,0.06983085865329992
ATP7B,0.06989418734203041
G2E3,0.06989806731965308
RAVER2,0.07019147763887028
CCDC113,0.0702141535186887
ING1,0.07021952890455618
ICT1,0.07021977805782904
MTFR1,0.07031094997852391
CKMT1B,0.07045784904847811
RAB3A,0.07048942820842043
RAC3,0.07060146973635305
SLC52A2,0.0707508953242343
hsa-mir-1199,0.07081340849085614
CCDC6,0.07082965047566256
HRAS,0.07103644382609743
FAM83G,0.07107326153796947
MARVELD3,0.07114685538099126
ZMAT1,0.07122033106622286
FAM195A,0.07122735551425473
AMN1,0.07136260942779672
UBE2T,0.07144178550072693
FAM111B,0.07146837498606194
ERRFI1,0.07150813941987978
LMNB1,0.07154283030304762
GTPBP4,0.07156146222952493
MAPRE3,0.07165056291236402
CDK2AP2,0.07173909923349664
OSCP1,0.07188792499064545
ESPL1,0.07198286815723687
TMEM200B,0.07201525460895998
SRCIN1,0.07201687494717897
NR1D1,0.07203511174403
C15orf48,0.07211621418854211
SKA2,0.07216323489694733
CKMT1A,0.07234781637830624
KIF4A,0.07236726701418728
ANKRD42,0.07239807989486984
COLEC12,0.07244898251639868
THRB,0.07251638469966432
WIPI1,0.07270344495999587
PHLDB3,0.07271442965505008
CAPS,0.07278825254093456
AMIGO1,0.07282876892980823
DDX52,0.07292532616583998
TPX2,0.07305281932044595
C17orf75,0.07312165647261988
CCDC40,0.07316018727764646
IGSF3,0.07335193791165247
CHST10,0.07345110664026826
CARD10,0.07349199020858346
GPC4,0.0735614897754109
USP1,0.07363953979287116
MZF1,0.07380824966609377
CSPP1,0.07386049327648378
ENDOV,0.07388423698304149
FBXO41,0.07389529591994708
CTXN1,0.07391413329309204
PMAIP1,0.07393601212337003
ZMYND10,0.07393726368049774
SNRPB2,0.07399398894767348
LSM5,0.07403370283713974
TCEA2,0.07423241696588022
SLC16A2,0.07424201963739509
PALM,0.07426020868912643
KLHDC9,0.07431068958343673
TRERF1,0.07431603046209093
PC,0.07445074744643726
ACOT4,0.07446159057192876
TRMT12,0.07463964237591761
FOXO3,0.07483643994142955
NEK2,0.07517677426193452
DSN1,0.07527040045477303
TMEM229B,0.07528603791640433
RGL3,0.07528644574351821
PTK6,0.0756424353506341
UCKL1,0.07565893440021425
RECQL4,0.07584222802449937
MAN1A1,0.07588383905797311
KIAA0895,0.0759341173678211
ZNF239,0.0760171195729781
RAB34,0.07603986692837521
RAD51C,0.07608372576429222
METTL2A,0.07608392292217253
ANKS1B,0.07626565777564921
VWA2,0.07628373760544103
CBFA2T3,0.07639400524833122
FGFR1OP,0.0764676697120221
CRIM1,0.07654268655997228
MREG,0.07660496441566672
CIT,0.0766928133298914
MRPL27,0.07676040315361396
CCDC64B,0.07676788786618283
FDXR,0.0768003531979888
FGD1,0.0771160282786452
LPCAT1,0.0771380694096134
NFIX,0.07723811724098416
PABPC1L,0.07739132354327867
TBC1D30,0.07754014666568555
ZNF292,0.07759344195347914
PHYH,0.07783496219832134
NFASC,0.07783520735947351
GREB1L,0.07783525687621029
SETBP1,0.0778772695468491
RRM2,0.07800477279278989
SLC52A3,0.07836382283536085
INTU,0.07839231360628567
FAM222A,0.07842310003257906
TELO2,0.07852649947370431
RMI1,0.07858293373856189
CCDC106,0.07858450168271663
E2F1,0.07866587093127703
RNF157,0.07870573603550561
MCM7,0.07892390190408224
DECR2,0.07892886857049336
DNASE1,0.07902447098145579
TM7SF3,0.07908812008535401
FEN1,0.07916579923586865
CDK1,0.07923206588536974
NCAPG2,0.07923394874998396
ZDHHC13,0.07932382064483834
KIAA1211L,0.07951494922572314
CYCS,0.07977732728353593
INTS2,0.07980927753915956
AHSA2,0.07985335592968518
MAD2L1,0.07996706132681579
FAM189B,0.07997801775415682
C7orf41,0.07998511939627975
FAM110A,0.08002730384803264
IGSF9,0.08003181387011754
RHOD,0.08005183828433757
ROMO1,0.08010998799796462
BLMH,0.08051708236524228
LNPEP,0.08057098076721311
NDC1,0.08065004410574045
PTPLB,0.08066879551300193
DHRS13,0.08077553083565896
CCDC34,0.08087039115049059
PLS1,0.08104142419299121
RGS11,0.08107180038322835
PHYHD1,0.0811425820472261
SULT2B1,0.08120151168813351
GSR,0.0812086918066513
NPTXR,0.08128518872638513
TMEM134,0.0812984997870757
LARGE,0.08130997338949633
TRAPPC6A,0.0813114720870131
NPEPL1,0.08137967392722517
SYNC,0.08154845164570354
FAAH2,0.08159730628519067
TSPAN15,0.08181962085787853
PGM3,0.08193030029388775
NSMF,0.08194147254176641
SLC22A18,0.08194345011550647
KRTCAP3,0.08194603350306424
NARS2,0.08199289473911016
TRIM45,0.08200886453845359
RAP2C,0.08201117754634668
CEP97,0.08203721212329128
3-Sep,0.08204449507725235
KRAS,0.08210927280432213
STRA13,0.08211708022432766
MEX3A,0.0821669324300036
PAQR5,0.08229116918906666
WNT3,0.08235949937969705
FAM110C,0.08256468214506245
SNAPC2,0.0826017576216403
BRCC3,0.08277457195065854
ZRANB1,0.08286226668242547
EIF4EBP1,0.08329768226453134
ZNF467,0.08339524889906486
XYLT2,0.08343281174442597
HAUS1,0.08361427385372791
NOL3,0.08361528160357004
GPC3,0.0837145874537426
E4F1,0.08379486695576374
OCEL1,0.08389712860688697
TMEM135,0.08397807377272529
MIPOL1,0.08398053225845817
C1orf115,0.08404796680084037
OVOL1,0.08406599448338464
HIST2H4B,0.08443606128337379
SPTSSA,0.08444381430678831
KLHL23,0.08475189862846955
GRTP1,0.08476759193913246
TRAF5,0.08480289259018227
LRP6,0.08503786080848126
CCDC24,0.08507230136701255
ARHGEF16,0.08515681775722032
UBE2Z,0.08536426632848808
EPHX2,0.08559655182242236
BCCIP,0.08574222606970544
FAM203A,0.08579503261490766
GATA2,0.08611774418123981
IGHMBP2,0.08625122469119606
CBWD5,0.08628340399416778
ZNF606,0.08630333172859213
NOSTRIN,0.08648027715196907
SPATA2,0.08648284773411487
ANKEF1,0.0865591956778754
BSPRY,0.0866287850717416
PER3,0.086708306231655
SEMA6D,0.08676618702410102
SIAE,0.0869461516101399
CEP85,0.08718956210227051
RHOH,0.08739287732061768
KIAA1958,0.08746207660705335
HERC1,0.08747292167463286
LRTOMT,0.08747535325069979
GSTCD,0.08750518510601044
ARHGEF37,0.08767214561839398
C6orf132,0.08774529792208455
PRKCI,0.08785823072839431
MXI1,0.08786443409729054
MAOA,0.0878887945284068
RAPGEFL1,0.08793206169058755
ZNF512B,0.08798074679584442
MSH2,0.08812848583191384
B4GALNT3,0.08815616745823308
NR4A2,0.08835265366706405
MZT1,0.08841742931401088
HSH2D,0.08849381444182514
SLC4A8,0.08861445541710573
ACSS3,0.08905755697880563
TMEM194A,0.08925366832929421
SPAG1,0.08929762990388686
LRRFIP2,0.08958424568213187
SLC25A35,0.08978337463698159
CUEDC1,0.0898487870013188
CELSR3,0.0898727662241701
ZACN,0.09002831763421378
ANKRD13D,0.09011459264918144
VCPIP1,0.09051502663399354
ILVBL,0.0905625487775913
PPM1J,0.09061070752104784
MRPS28,0.09087708231403868
TRIB3,0.09091486351523842
KNTC1,0.09103639616772019
SMC4,0.09120765182156175
SIK3,0.09128736404140342
RHPN2,0.09130740017586417
ACOX3,0.09151288769610082
S100P,0.09174359171867756
TMTC3,0.09204647972816372
ATP2C2,0.09211360404045012
USP37,0.09229311395115496
CISH,0.09238287581640388
HOXB3,0.09255888506802232
FAM222B,0.09268554556596133
NVL,0.0926873065707922
CHMP4C,0.092710777238489
SMG8,0.09297851591604545
ECHDC2,0.09324550220656559
USP35,0.09326557508119089
GSTM2,0.09345936108307139
XRRA1,0.09354480899125296
NCAM2,0.09362681368051061
NCAPD3,0.09364322853842985
B3GNT1,0.09366363555537585
CMAS,0.09372826767893389
SCUBE3,0.0937676174108808
TMEM62,0.09381007770450452
8-Mar,0.09383997860465497
AS3MT,0.09384519143164773
GINS2,0.09384950150965707
LNX2,0.09397476110360613
THRA,0.09401791279922933
KIF11,0.09406126505849452
LRRCC1,0.0942666723765905
NFYA,0.09439693209946488
HIST1H2BK,0.09462604911398505
ORAOV1,0.09476022261606389
TMEM99,0.09489924024518562
ZNF587B,0.09490063742574777
SEC11C,0.095039372268212
B4GALNT4,0.09523430259355731
PPAT,0.09528545083253698
TNK1,0.09528709679433417
NADSYN1,0.09555937316006477
C5AR2,0.09578010217548938
SECISBP2L,0.09595217722176015
UPK3BL,0.09597074041427452
BAIAP2L1,0.09599589354171531
MRPL13,0.09599659982365477
PAAF1,0.09602616324097728
PHLPP1,0.0961450051811993
ATP6V1G2-DDX39B,0.09615317111543065
CCNB1,0.09615362123177117
RBP1,0.09626446621060018
RSAD1,0.09644650157847977
KCNS3,0.09694134414740765
DBNDD1,0.09696757724781811
COA4,0.09703422418135435
TSHZ1,0.09730570534786157
PAQR4,0.09732061944094679
HOXB2,0.09740262894103541
PRRG4,0.09743585035580488
PYCRL,0.09743949240836723
EBF4,0.09749867639561598
TPRN,0.09750107986900516
PRR15L,0.09774143297405939
MZT2A,0.09806950495394559
STXBP1,0.09808707186476986
SS18L1,0.09810729051256481
TTI1,0.098260717316672
HIBADH,0.09852745993618198
VWA8,0.09868823863563722
FOXM1,0.09889182865800464
UHRF1BP1,0.09920247874678587
PLEKHH3,0.09937146535670523
ACTL6A,0.09937623389395822
SLC6A8,0.0994477512454255
FAM174A,0.09954666181933926
SLC35E3,0.09955164581518697
GCLC,0.0996538633532606
TTC6,0.09965480224860465
LGR4,0.0996932265731979
IL20RA,0.0997938426788085
ACAT1,0.09995950016758003
CCDC64,0.1000107789342179
RAB15,0.1003454100326896
NUSAP1,0.100366756758615
ARHGAP39,0.10052353865717645
TAF2,0.10061703038474679
ARHGEF26,0.10063805771455363
CADM4,0.10071263832838963
XPOT,0.10082829742139007
C3orf52,0.10092238297172719
EFR3A,0.10096133029068233
SHROOM2,0.10108535965239246
TTC9,0.1011207378695962
CHST15,0.10137330604878779
RORC,0.10138135542979387
MRPL21,0.10155138014508387
SNAPC3,0.10158163403209648
KIAA1549,0.10168207860686146
PSMD11,0.10182588874744705
KCTD21,0.10184788631128924
GGCT,0.10187523278307263
TMTC4,0.10191564308620717
POLD4,0.10224417388109935
TOMM6,0.1024424772555055
SAMD12,0.10245433864296871
MFSD3,0.1024791713518648
EPS8L2,0.10260668147834638
TMEM184A,0.10272197356006096
ZNF814,0.10307755979006832
GIT1,0.10308392830380374
CXorf40A,0.10322174289664114
SOGA2,0.10328678172938213
UTP23,0.1033464938198919
UBXN10,0.10363986146590004
KCNK6,0.10374575741942264
TMEM63C,0.10375483874393517
RPRD1B,0.10407444492760787
NFS1,0.10436730431803011
FLVCR1,0.10445998645635055
KCNJ11,0.10465669063328871
OSGIN2,0.10486306963182339
CAPN13,0.10501612992290664
BCAS4,0.10507886127400748
FTO,0.10513276647290379
KIF21A,0.10517561508497576
FRK,0.10532414171963943
CUL7,0.10546349934258753
C3orf14,0.10553259242458318
GDF15,0.1056636817869045
C9orf152,0.10569840342487513
SYT17,0.1059037915372897
SLC25A29,0.10622939617964382
LCMT1,0.10622981182162904
PRRT3,0.10647675281498793
TMEM54,0.10655368421244878
TTC30A,0.10670125796034476
ZNF385A,0.10671556983732633
SPTLC2,0.10715937285830637
CMYA5,0.10729524037792908
ZNF107,0.1073629450806283
MLF1IP,0.10738804293317002
TLK2,0.10739566365495334
ISG15,0.10742597998204505
HOXC10,0.10748885736999418
OSBPL1A,0.10759085755308387
SCAMP5,0.10813841223007137
DPP3,0.10819968531906402
ABHD11,0.1083894588146338
NDUFAF6,0.1084059479920621
TXNRD1,0.1084293306315074
CHRD,0.108519902155014
ZNF704,0.1086479722249497
CAB39L,0.10864871495865269
TOX3,0.10871183401808411
PPP1R3D,0.1087697376060322
SLC25A10,0.10913289018710522
SIDT1,0.10934612186429171
MYO19,0.10952601782688655
YEATS4,0.10959252432372986
MYEOV2,0.10979485137423833
BRCA1,0.11014355803581131
KIF3A,0.11058806780036926
FOXP4,0.1106852377295478
FZD6,0.11088077467599229
PPP1R16A,0.11095817174990828
TM7SF2,0.11106137388084268
BDP1,0.1112742737340103
FN3K,0.1113070284081419
S100A13,0.11157114716403244
SERTAD4,0.11163111447610144
MPP2,0.1119872298802941
PDHX,0.11213885045456594
GAB1,0.1121631966745468
ZNF623,0.11226960169269369
BDH1,0.11232066459629562
CASK,0.1123663235106862
PCGF2,0.11245730922142361
MANSC1,0.11256938246911578
EXOC6,0.11275107640133476
FGD3,0.11287496271413358
APH1B,0.11291944305752902
LRRC59,0.11320755333159994
HHAT,0.11333110751794007
SLC35B1,0.11348625025382425
MCM2,0.11371255859163767
ATP13A3,0.11372295699573014
DGKD,0.11408390557940874
IRS2,0.11426144974824531
NCAPD2,0.11442944602101295
FADD,0.11452176074766146
SLC30A1,0.1145397583469418
UNC119B,0.11458281999412828
LYPD6B,0.11534811433997341
FOXRED2,0.11545931757504874
SLC9A3R2,0.11558948259911433
DCAF13,0.11561245748282457
RAB22A,0.11572454989856466
IQSEC2,0.11580025999301397
ZWINT,0.11596733929126739
BLVRA,0.11606174666253263
CYFIP2,0.11620683186553077
SFXN5,0.11621907412162193
LRRN2,0.1162197311202664
CISD3,0.11698367558061008
5-Sep,0.11704013596109852
RAE1,0.11721778365996581
ELMO3,0.11735485785191106
SSBP2,0.11756859822312066
INTS4,0.11778776832620619
PYGL,0.11781901891396561
CGNL1,0.11807182338579539
LRP11,0.11816516140534765
SEMA4C,0.11826286682167088
SPAG5,0.11827197601325516
RAP1GAP,0.1185079430213972
MSMO1,0.11859720099278205
HIST2H4A,0.11893744731003669
TRIM3,0.11905479447700486
PDK2,0.11954269400743119
POLI,0.11954573689377973
LYPD3,0.12008992258724922
PCBD1,0.12025495053497955
MANEAL,0.12034235475941851
ABHD17C,0.12059035622424431
WDR90,0.12060713224835769
DTL,0.12070234396851684
BARX2,0.12072402514826969
ACSS1,0.12079564279942957
C2CD3,0.12108326424374602
PHKB,0.12120698282776644
NCDN,0.1215780904933596
DENND4C,0.12159308806976796
AATF,0.12173281061319367
HADH,0.12185007602053918
RAB17,0.12186110630831472
ZXDB,0.12192096131231069
CLDN4,0.12218123765163771
TTC39C,0.12255558662451599
REEP1,0.12266700058105562
RAB3IP,0.12272614282820256
TMEM68,0.12307063558058201
CPNE1,0.12315589548133452
KCTD6,0.12317105302519323
FAM110B,0.12387605761803679
BAIAP3,0.12393633290916825
RACGAP1,0.12495291358202025
FHDC1,0.12498372897870459
NME1,0.1253162585465464
ZNF43,0.12533692284510004
MCM3,0.1253414680043349
ZNF706,0.12537552280562567
CEP250,0.12538839775778327
B3GALNT1,0.12551870555774114
P4HA1,0.12552480729888976
PCK2,0.12569035875847367
RTN4RL1,0.12592734523779675
TBL1X,0.1259335493755507
PNPO,0.1262826160586967
PTGER3,0.1264836009025536
AACS,0.12654703455745592
DMXL1,0.1268015785233154
CACNA1D,0.12688718326964643
CCP110,0.12713003076473453
EVPL,0.12735981651552225
PPAP2C,0.12771771682750077
SRXN1,0.12776073927708928
DARS2,0.127837913280307
NLK,0.12784240919549164
NUP107,0.12798094990437853
PAXIP1,0.12901300741241076
DNAJC19,0.12974074003591954
IFT122,0.12993087524983696
SCP2,0.13010787726499998
SIX4,0.13026737351988169
C4orf32,0.13034655144956273
SOX12,0.13072823887003185
CCT6A,0.13087235424852292
TUFT1,0.13094984238794166
THEM6,0.13098861175542434
PHF12,0.13106552631560672
BLVRB,0.1312080951027806
RNASE4,0.1314480871678216
ABCG1,0.13194514670128168
ISYNA1,0.1320770070328386
HDAC2,0.13214463754558237
NME3,0.13256876067559553
KIFC2,0.13262893378741544
ARHGAP5,0.13264866155141483
PIK3R3,0.13268960533710272
SBK1,0.13356222953008381
LINGO1,0.13373177367256636
DOPEY2,0.13374614545342223
MGST1,0.13383333473767553
LRG1,0.13448885394135923
SLC2A4RG,0.13458459443887444
BNIPL,0.13458559621791477
TARBP1,0.13500241709730776
FAH,0.13505379805867648
CDON,0.13506333019196926
TRIQK,0.1351309921176908
CLGN,0.13524777997478402
ECT2,0.13527674580611126
NOL11,0.13540482828091105
CENPF,0.13607583427211137
CXorf40B,0.1361823034955382
CACNB3,0.13636445600830835
CCDC125,0.1366356511102697
MRPS23,0.1367184594794347
NDUFS8,0.13720716593081292
SUZ12,0.13733939854255017
HIST2H2AA4,0.137492903742725
NRCAM,0.13757978241609495
PYCR1,0.13820085478080404
SRGAP1,0.13828762762116595
CLDN3,0.1386118682287223
ASTN2,0.13877422657629493
LDOC1,0.13887673957907032
RHPN1,0.13921067452596939
GAMT,0.1393244118787995
PAFAH1B3,0.1395608913797335
DHTKD1,0.13964473035753697
N4BP3,0.14029345746883262
ITPR3,0.14062067276992574
MYH14,0.14115923984720477
S1PR3,0.14139595773807712
COPS2,0.14171057945852225
ADCY9,0.14286692281490845
POLB,0.1431050451182895
STMN1,0.14311621618052914
LEO1,0.14327094340968674
DHFR,0.14387314010921365
UBXN2B,0.1441647142764609
PLA2G16,0.14436633327010784
PFN2,0.14463309113814476
CD2AP,0.14475745905846335
NDUFB9,0.14495813177546923
ZNF281,0.14510910854610487
SIGIRR,0.1452350069335894
UQCC1,0.14619753264215754
FANCI,0.14621083449438277
PIGO,0.14630646371046305
TJP3,0.14652366825713303
ADAM9,0.14747876651292394
GPATCH2,0.14765363887970295
PCNA,0.14768572192945004
METRN,0.14838856146596738
MYO5B,0.1486031059510283
CTPS2,0.14868041640450788
HSPE1,0.14870602828888854
GPRC5C,0.14883495775346708
RAMP1,0.14912301794498517
FRY,0.1491425426386752
PDE5A,0.14914457269781084
SLC20A2,0.14921322363232997
MZT2B,0.14945686020522583
UBE2V2,0.14954735595091456
FAM91A1,0.15011956116346065
MAGI1,0.15036642469425562
TMPO,0.15044570624354148
PHF20L1,0.15050755606676175
ATP6V0E2,0.15082796423946318
FAM122B,0.15090750128041885
ANKRD40,0.1510497723266999
PGK1,0.15116762353589203
TRAF4,0.15138486645840835
EFNA1,0.15146257753163378
MAGI3,0.1516280247311552
CAMSAP3,0.15214434160428492
KIF5C,0.15300715029419393
CORO2A,0.15311626928021754
NFATC4,0.15331316178996868
TXNDC16,0.15334189773468587
ATHL1,0.15387779251304332
TRIM37,0.15393776046621732
ZBTB42,0.15398002196157642
VPS37C,0.15437747957116985
CTBP2,0.15452368535893332
POLR2K,0.15457347407733454
MCF2L,0.15474127855395553
TIMELESS,0.15481025668319348
MISP,0.15541852747327478
LURAP1L,0.15543747500387764
SMAD3,0.15603717756578853
ESRP2,0.15716025642352946
SIX1,0.15735713084128813
MYEF2,0.15739574091893768
CIB1,0.15739842021410466
SUPT4H1,0.15743839247072589
FBXL16,0.15752241499384279
SFXN2,0.157758236596257
FAAH,0.15824163672024652
MIA3,0.1584920352056055
PRKAR2B,0.15876700331043442
SCRIB,0.15924366630098907
HSDL2,0.15925433955829754
ELF3,0.160022695927989
GSS,0.16030420660638556
KLC2,0.16184885173094093
PSMD12,0.1620468044504682
PRC1,0.1628694465794713
ABLIM3,0.1631106535086003
GNPNAT1,0.16344405116770627
FAM177A1,0.1636477878630306
FCGRT,0.1641499905660427
ETNK1,0.1641943710539238
ETNK2,0.1648689429919199
SFXN1,0.16489731521268297
RNF139,0.16494520377798483
HIST1H1C,0.16512907701456409
CYC1,0.16527326123696456
C5orf30,0.1658988169106895
NOMO3,0.16653712029408646
APLP1,0.16672593027549396
ARRB1,0.16684332496554552
RAB31,0.16719599658578793
PSMC5,0.16745080230197512
ALDH6A1,0.16793311644378683
STK39,0.16820618176073465
RAB11FIP4,0.16829430358598504
PHB,0.16834648853777376
SH3RF1,0.1687555055104156
RRM2B,0.1688580027442972
FARP1,0.168911436950026
HMGB3,0.16924686266640548
BCAT2,0.16937225643845297
WFDC2,0.1698678071394413
MTMR4,0.16999265813078715
SUSD4,0.1700008851809047
VEGFA,0.1708432149690483
SLC22A5,0.17087945471360458
DHCR7,0.1708868917140814
LIG3,0.17138286325272686
TSTD1,0.17217980955030862
TOM1L2,0.1721818193786436
KPNA2,0.17256709332783896
SYCP2,0.17271090963339034
HCAR1,0.17279639750199238
INPP5J,0.17293635717919886
ATP1B1,0.1731185700602986
ZNF91,0.17342496768857404
CCDC88C,0.17392883236081944
SLC35A3,0.17443550092566582
KDM2A,0.17462515021578373
LFNG,0.17505849550787445
AP3M2,0.17573689508412263
MDK,0.1764030568465853
MAPK8IP2,0.17672642063510502
LSM1,0.17676947823952538
GPR160,0.17779036218628244
EIF6,0.17819137007491487
REEP6,0.17850451382868995
EML2,0.17981642751227647
SEMA4B,0.17992272779497173
EPN3,0.1803100770912053
SUSD3,0.18077993745092757
TMEM97,0.1808201780580421
ARSG,0.18106374248140966
AKAP1,0.18302766621390296
NELFCD,0.18323854030034786
SLC50A1,0.18338591715628902
PIGS,0.18363574618888726
FAM213A,0.1836917995496627
IFT140,0.18395359752080506
KIAA1109,0.18427059387829622
SUMF2,0.18512763096190027
CNNM4,0.1860028534202816
LAMA5,0.1867890744400332
SRP54,0.18703411417739166
BRI3BP,0.18760789074735862
SMIM22,0.18798793480288337
SPATA20,0.18879466101991782
VPS13B,0.18909435932504384
GOLM1,0.18915522082606073
DUSP5,0.18928358872098552
SAMD8,0.18975556596835352
CBX4,0.1902441368182386
MSL1,0.19112555493660185
HSPA2,0.1912189428422821
KAT7,0.19170848866073378
SLC1A2,0.19309223552143218
HLTF,0.19347091465080893
RAB6A,0.19436619414892528
C8orf33,0.1943711861109409
CCDC74A,0.194806493267222
HDGFRP3,0.19542325789322637
HIST1H2BD,0.19571802693906115
FAM129A,0.1957294361432314
IRX3,0.19574667978853091
CTD-3193O13.9,0.19578695824427506
S100A14,0.19612852635764477
ATP2A3,0.19651020959207546
TCEAL1,0.19721392817230574
RALGPS2,0.19775341573795455
KIF16B,0.1983290058993665
HPN,0.19959088050954932
BTRC,0.2012961119751946
MBOAT1,0.20131504969121647
ANXA9,0.20142225523801308
PODXL2,0.20164144493980035
PSD3,0.20165257907535464
STXBP2,0.2019908807906894
SLC39A11,0.20200093042773662
NPDC1,0.2022091656140368
HOOK1,0.20254336202711207
PPME1,0.2028554530263537
HSPH1,0.20309763587530577
BAI2,0.20406026888216852
CACNA2D2,0.2043026494916119
SQLE,0.2049930043574452
HDAC11,0.20527725722464904
SPR,0.20660606012033225
RUNDC1,0.2066497111888201
SLC27A2,0.20727310550830458
SLC2A1,0.20762938302290596
CDYL2,0.2076311495715935
FURIN,0.20889367320173313
STAU2,0.20927040649237597
HIPK2,0.21002732100991142
GOLPH3L,0.21047612816951256
SESTD1,0.21062567354716097
PPM1H,0.21067110037617906
IFIT1,0.21122364459746532
FUT8,0.21171790700248314
MTSS1,0.2140199790679216
RAP1GDS1,0.21410684430565866
DCXR,0.21464891620499627
ZBTB41,0.2148905624937635
IRS1,0.21633015467909905
SMARCD2,0.217185788121446
NUFIP2,0.21739643950807863
TMEM25,0.21846683815893786
SSH3,0.21848290622671826
PRR15,0.2201017680751217
AMIGO2,0.22014913701685662
MT-ND6,0.2226434545240139
SIPA1L3,0.22271965006262295
P4HTM,0.22340975355048634
DNALI1,0.22456232534824022
AMZ2,0.22498041776219252
LDLRAD4,0.22498965454387776
ATAD2,0.22631945442201934
ZNF92,0.22648607181951919
ST6GALNAC2,0.22652230645454324
USP32,0.22707098918173085
SPOPL,0.22846497640476593
MTL5,0.2293205860146202
PROM2,0.229397330532658
CYP51A1,0.22948541720521606
ANKRD50,0.23066606676701967
TCEAL3,0.23137517211484881
MBOAT2,0.2314830046815326
CBX1,0.23154582658911818
FAM208B,0.23228742116890616
SYNGR2,0.23385402411527278
OCLN,0.23425989195152847
LLGL2,0.23458086767469685
MTDH,0.2347310069751331
TANC2,0.236545887629495
TBL1XR1,0.23655020871162574
ZMYND8,0.23686658700751057
MCM4,0.23714493697701666
PLEKHA6,0.2373538228468165
CAMK2N1,0.2377008276015343
KIF12,0.23947409543749285
MCM3AP,0.2403562586846662
PPT1,0.24057857456620696
PCSK6,0.24098699346236518
TPBG,0.24137524695793935
FAM63A,0.24181416979208178
ZG16B,0.24302995971763716
EPHX1,0.24304479810620902
CHCHD2,0.2432767216371717
MIF,0.24444499409223105
LRP5,0.24502705398475533
ALDH3A2,0.24516914584312965
MPC2,0.2455436552746653
ATP6V1H,0.24582886068522558
IRX5,0.24617931525537512
SPCS2,0.24705118195349454
NTRK2,0.24851513062027925
TM2D2,0.24924161236097309
ATP6V1C1,0.24959356994117698
GPD1L,0.250704293350138
SLC2A10,0.25085975009431727
KITLG,0.2517213135864434
HMGB2,0.2518591579516832
MBOAT7,0.2529666732671761
LONRF2,0.2531798073270946
LAMA3,0.25333239815328945
LPGAT1,0.25373775690566436
FAM174B,0.2543719118489416
GPD2,0.2550830048650772
SOX4,0.2557024856635599
TOM1L1,0.25696921776713844
NECAB3,0.25842344185954225
EDEM3,0.25898422644161284
INADL,0.2591061090419729
DEGS2,0.2612556196037049
PCDH1,0.26134987680375354
ISOC1,0.26196949456159285
CEACAM6,0.2623691976457085
EGLN2,0.2625899911775884
SKIL,0.2628926211683304
SLMO2,0.2630198992021545
STMN3,0.2636343060729643
ASPH,0.2659241015191218
TCEA3,0.267485781304469
LGALS3BP,0.26767111430633994
ALG8,0.26834383061069944
DBNDD2,0.2690976911951387
CCDC47,0.269243893033216
HK1,0.26952260272449413
NSF,0.27020256251703306
DYNLRB1,0.27137285039474923
SCCPDH,0.2719521482351344
GLCE,0.27310503492531873
ABAT,0.276867862527568
ASB13,0.2788549189507353
