,Eigen-Patient
PPFIBP1,-0.025076727027651326
SACS,-0.025001702451264655
PLOD3,-0.024979706197323162
LST1,-0.024850646840914523
GPAM,-0.024524018954480167
ITGB8,-0.024479002837525056
RASGRF2,-0.02445739439418628
LIMS2,-0.024392850289550072
CALCRL,-0.024215943932185527
SMCO4,-0.024215011455345915
SIK2,-0.02420111153880085
ADAMTS5,-0.02406635366154548
OLFML1,-0.02402743569765424
OASL,-0.023966770001398977
PARM1,-0.02357951902501433
TCF7L2,-0.02346824938733215
RBMS3,-0.023367788221284314
SGCE,-0.023081332565979773
CD300A,-0.022991821134300372
CPQ,-0.022970267625233652
TRIM2,-0.022717110245391782
ID4,-0.022641548384971972
CILP2,-0.022571941621105214
VSTM4,-0.022255192338681274
MAP3K5,-0.021656276024245646
PSMD3,-0.021606071801599087
IKBKE,-0.021550175694821427
IDH2,-0.02130172137689935
SULF2,-0.021198266958182298
EPHA2,-0.020911987331627666
RGMA,-0.02083262392118572
PLEKHA4,-0.020552985454774093
MTHFD1L,-0.020419175187455663
VWA5A,-0.020383417949876834
AIF1L,-0.020173970438226704
DESI2,-0.020149831673780535
GALNT10,-0.020097564079684358
HOMER3,-0.019973926734194056
SGCD,-0.019889029967280175
LMO7,-0.01956414815964276
PDGFC,-0.019466488082522132
MRVI1,-0.0193736986367245
PILRA,-0.019215264749657596
FAM46C,-0.019054233927553118
FZD7,-0.019045123195607958
TMEM86A,-0.019043139995371237
IL34,-0.019024313644530264
CD200,-0.018880461231670614
EOGT,-0.018861353453550146
CLMP,-0.018802703536545094
SMTN,-0.01877456484944206
RAB3IL1,-0.018702164584879354
RAB20,-0.01864219274776335
F3,-0.018301175972635222
DOK3,-0.018097482972745143
SNED1,-0.017928249588321225
PLCL2,-0.017899469906126342
CEBPD,-0.0178526522244911
KDELR3,-0.017734154502810153
PRR5L,-0.01749476736952954
SELM,-0.01738274428261457
CPED1,-0.017245523954532983
SHANK3,-0.01723592839005043
KRT15,-0.017163673407393547
NT5DC2,-0.0171199298925331
DUSP7,-0.017086876831206257
IFFO1,-0.016840879939441195
FOXN2,-0.01669555195411378
CNTN1,-0.01667134607247594
NDN,-0.01655260625319981
EGLN3,-0.01635153440949848
CDKN2A,-0.01633583118984408
CARD6,-0.016208532670007433
CCDC82,-0.016052443409081983
VLDLR,-0.016021701526335856
MBNL2,-0.015979583771132382
ROBO4,-0.015852531445184063
PPARA,-0.015764192462910227
CLIP4,-0.01570900531028657
FGD5,-0.015707918728854554
SLC9A9,-0.015696240748397795
MEDAG,-0.015576450906472278
PYCARD,-0.015572541392899021
MSC,-0.015563320475135067
FMO1,-0.015510924964198035
FLNC,-0.015493307022159735
EMCN,-0.015428540752570483
CLEC11A,-0.01538403643636985
YEATS2,-0.015266263909691801
ANGPTL4,-0.015213596414464042
GPM6B,-0.014687087873507745
THBD,-0.014643358628018183
MYC,-0.01457834433446844
ETV5,-0.014556869578385461
CLEC14A,-0.014488502574370078
ZFHX4,-0.01441931994801663
RASA4,-0.01437472819779044
C21orf91,-0.014139810426964187
ADAMTSL4,-0.014019511539132468
DUSP2,-0.013986014968629116
UBE2E2,-0.013960097622053396
TSHZ3,-0.013887508169829657
FAM101B,-0.013728810577856368
NEXN,-0.013631241435639868
EDN1,-0.01349376635609322
FOXP3,-0.013424301611722285
EBF1,-0.012990474417472244
ATP10D,-0.012930173825356418
TNN,-0.012921557867779493
CYYR1,-0.0129005004854714
PRKCA,-0.012695095140779464
OPN3,-0.012577681275594487
NGFR,-0.012403690608215692
COPZ2,-0.012383123113894291
NCEH1,-0.012358415295051692
CCL3,-0.012200137084797938
IFFO2,-0.01217195093155774
SRPX2,-0.012071276951212349
MERTK,-0.011985145417614095
IGFLR1,-0.011825416893784923
ERG,-0.011734767377761825
CD22,-0.01172042169714339
MITF,-0.011689142737726622
TMEM51,-0.011647899745450826
B3GNT5,-0.011300458428620284
EFNB2,-0.011212278195742413
IRAK3,-0.010977866724331146
KLF12,-0.01081516334027621
NUAK1,-0.010785120059161718
LPAR1,-0.010739224357329005
KCTD9,-0.010735214340345597
ITGA9,-0.010695518621322338
SLC38A5,-0.010650719849337137
CDC20,-0.01063593005128127
NFATC1,-0.010441322260079334
SCARF2,-0.010155857333061596
GRAMD3,-0.010138829019723133
RNF217,-0.010107031012976393
MCM5,-0.0100567772564349
ABRACL,-0.009951363624504663
C10orf128,-0.00959865756132609
ITGA7,-0.009524985989212436
LEPR,-0.009473115776319773
LRRK2,-0.009387721628130527
CRAT,-0.009036624937343895
FXYD6,-0.00902438294325594
LMO2,-0.008979890317177953
LYST,-0.00891294470620071
PDCD1LG2,-0.008885303371219688
CCDC3,-0.008792684029485295
RHOF,-0.008741006851193662
GCH1,-0.008500332173531746
CDCP1,-0.00834133687757206
FRMD6,-0.008338417831225749
IRF7,-0.008274943369403018
ARHGAP28,-0.008172845431145381
HBEGF,-0.008171747168512968
NRN1,-0.007874221727913761
PHF19,-0.007848572507726335
PLXNA4,-0.007739119202275039
PNP,-0.007687226918537343
NASP,-0.007660053056968905
ARL4A,-0.007557030856471586
PPP1R9B,-0.007345134166610321
MECOM,-0.007308272844899214
EFNB1,-0.0071475158831331076
DZIP1,-0.007052025189558598
PCSK5,-0.006927124434915848
CAT,-0.0068310555613112535
OAS1,-0.006826808637635683
CCDC8,-0.006807003371801555
ABCC9,-0.00678966355116791
LY86,-0.006751402216125796
ABCA6,-0.006712134520950026
PTPRG,-0.006694070005203381
ISM1,-0.006662678774449555
LDB2,-0.006554901167149642
C11orf96,-0.006547658825615293
CD72,-0.006503640544996365
PDZRN3,-0.006365579648834062
PODNL1,-0.006343936696827143
FAM26E,-0.006303961892275716
SDPR,-0.006288808365496453
ZCCHC11,-0.006239465495078874
TBC1D4,-0.006173087902231034
SORCS2,-0.0060607872495654115
STON1,-0.005815897256532368
SEMA7A,-0.0057099965197134825
NRROS,-0.0056904376720869915
RHOJ,-0.005675668033217041
DHRS3,-0.005671575580749341
CYGB,-0.005610112831380685
LIMCH1,-0.00556648562177409
MAP7D3,-0.005388139867483574
SLC18B1,-0.005364744782397027
C3orf58,-0.005319717281402651
ZSWIM4,-0.005299783844907766
EFNA5,-0.005290869256202788
ECHDC1,-0.00525602942123645
TLE1,-0.004983630354936069
SDS,-0.0049513025559326865
PITPNM1,-0.004879553377149948
ID1,-0.004874753948496953
MYCL,-0.004810259693562738
PDIA6,-0.004707805938793652
NCS1,-0.004681650062447858
GPR65,-0.004584717689643173
SASH1,-0.004494439000818001
DDX39A,-0.004475468912498715
METRNL,-0.004454935449246587
SLC9A6,-0.004398284381273509
APOLD1,-0.0043308894462991635
RCAN2,-0.00416611503098271
MAP1A,-0.004164173232810666
GPR34,-0.0040392546510524515
TEK,-0.003985190880374384
EVA1C,-0.003920807543450315
RORA,-0.003856309099194782
ARHGEF15,-0.003830724806583172
C15orf52,-0.003725974538656391
EPHA4,-0.003704702969458611
MICAL3,-0.003697197008395639
ATP10A,-0.003696628413831638
SPRY2,-0.0036852125862787723
MEF2A,-0.0036808826596221277
UQCRH,-0.0036398076314027275
IRF5,-0.0036162658948608014
CLEC2D,-0.003538375256970099
TMEM37,-0.0033237113194947415
SLC2A6,-0.0033093180728066803
SPECC1,-0.003225916088940227
ABCD1,-0.0032212773081060713
CPNE8,-0.0032035651392046073
CLDN5,-0.003142413977551373
DDX26B,-0.002868726329142806
RASD2,-0.002550217281980117
TRPM2,-0.002327158263171774
PLD4,-0.002133185518488745
SSPN,-0.0020335501534165567
KREMEN1,-0.0019294589199755747
GOLGA8A,-0.0017716585247345325
ODF3B,-0.001719699586775686
CPPED1,-0.001573385603395554
ME2,-0.0015704173177989449
TLR6,-0.001538589382503967
CNRIP1,-0.0012421903126570847
PDLIM4,-0.0012343982873066468
APOC2,-0.0012027238170371414
NPR1,-0.0010761359662919095
DCBLD2,-0.0010327245067826988
FES,-0.0009699461868770058
AMPD3,-0.000796692003751151
AGAP2,-0.0007693666219438408
IL1RN,-0.0007527936626192656
ETFA,-0.0006850349084664011
BACH2,-0.0006370775689793683
TLDC1,-0.0005100709546900842
LMNB2,-0.00041726832043463514
ETV1,-0.00039574650367284984
NOTCH4,-0.0002555446771526868
GAB3,-0.00024755732496176456
ARHGAP10,-0.00023980282970014987
FLT1,-0.0001604781450754691
HIC1,-0.00013680278664136858
FUT4,-8.661409781251958e-05
FNIP2,3.856016798465454e-05
TNFAIP8L2,6.271984956683282e-05
TNFSF13,0.0001421648705951252
RGS4,0.0001599308832910969
CFD,0.00019185087450092415
FLVCR2,0.0003109260691835868
APOBR,0.0003919561495854904
ADA,0.000427208259507505
TMCC3,0.0005521517626033069
SHE,0.0006978770329014586
HAS2,0.0007544301918731715
FGF1,0.0008217633600770016
NMT2,0.0008356073022158552
PREX2,0.0009887871355002246
KIAA0513,0.0010351749860855535
GPR132,0.0011146020201357916
CAMK4,0.0011948192671190447
GNAI1,0.0014412292240705822
SYDE1,0.001462483869397218
DNAJB4,0.0015920421272505962
STARD9,0.0016029752827469317
NOV,0.0016126853328316574
KCNJ2,0.0016848024949124869
MIIP,0.0019521170168906334
ROR2,0.0019759189996011325
GLIS3,0.0020218812909358307
FAM49B,0.0020710165181334664
ASCC3,0.002089694651899072
JRKL,0.0020910385871294643
RRAGD,0.0021003978901788303
NCALD,0.0022171017311736615
SEMA3G,0.002267689716549047
GPX7,0.0024099313988850987
PLA2G4A,0.002438763044318609
NES,0.0025044890164405012
ROR1,0.002513875009590309
GYG2,0.0026181246461358773
MFSD2A,0.002684985791188367
ADM,0.0027056489031745783
NOS3,0.0027634159214416716
ARHGAP24,0.0028197044755688756
QPCT,0.002887348572814451
BCL6B,0.0030727840141226083
DDX58,0.003117044367055539
CLDN11,0.0031332589438748323
MMD,0.003133382926960821
MVD,0.003257664831498328
PHLDA3,0.0032797508407642934
DFNA5,0.0032932297069214046
TNFSF4,0.003316150366175176
C19orf12,0.00354903214988925
RIPK4,0.0036843453460304967
RASD1,0.0036957354703344896
GFOD1,0.0037260005456038196
GPR68,0.0037629624223053082
HRH1,0.0037793356733268253
TSPAN11,0.0037821852947773713
CYP7B1,0.003829598402046091
TLR3,0.0038459296541381916
KAT2B,0.0038921725023782026
TBX18,0.003977266093003136
SPG20,0.00397950347557998
OSCAR,0.003995160154083087
RAB23,0.004038110252457725
LEPREL1,0.0041196321530082725
PDE1B,0.004142102687713532
PTPRD,0.004151469107603206
FADS3,0.004244313019769452
P4HA3,0.004398499205254221
CDC14B,0.004448464062333194
MEIS2,0.004611265177214134
SYNPO2,0.0046450107170901336
TNFAIP6,0.004732005390513004
MGAT3,0.004840465406880368
BCL6,0.004920827993449547
CERKL,0.004957288266541644
NFAT5,0.005118151475520412
CCL28,0.005230526134696504
HOPX,0.005253597755920668
RHOU,0.00532413203046463
RASIP1,0.005378463453111622
SP6,0.005490583178544259
MX1,0.005521274230347727
EPHB4,0.005535339095528118
MAFF,0.005703266786037556
GNA15,0.005761072884803649
ADCY4,0.005868893637414179
LZTS1,0.005885930843034351
ZNF423,0.006061213642486918
CX3CR1,0.006085769254845056
TOR4A,0.006121049657712455
NPR2,0.006205976078155042
IGFBP6,0.0062815938684767664
KMO,0.00628921909857481
SYNDIG1,0.006301806035913783
HGF,0.006413938391985455
GULP1,0.006435331148654997
RELT,0.006596039592623112
SH3RF3,0.006645480082263378
ADAMTS7,0.006680985441651058
ICOSLG,0.006709555232154227
ST6GAL2,0.006797103813800304
PHLDA1,0.006804854805726575
CDK2AP1,0.006817315984638589
SYT15,0.006936126167886958
AGPAT4,0.006961487071898505
RUNX1T1,0.007058684109014481
NFKBIB,0.007154478947823626
ZNF462,0.007160843536593801
PPAPDC1A,0.007203433347858885
IFI35,0.007244227967078363
DCBLD1,0.0072937514355584905
C9orf3,0.007372371263891996
CLEC5A,0.007464041190033531
HS3ST3B1,0.00754301646293702
SATB1,0.007594103551154573
FP15737,0.00762647747417063
LPAR5,0.007695893383409347
UNC93B1,0.007812814881429231
ALS2CL,0.008106566542166856
TSPAN2,0.008117925618477843
PTPRJ,0.008152289195724178
P2RY6,0.00816955290602176
PGM5,0.008212927976829924
TM4SF18,0.008224607797829603
HPSE,0.008235858688799043
CACNA2D1,0.008350058882460536
FCHO1,0.00854631318342002
RARB,0.008585254156976821
TMEM158,0.00858639596438579
CACHD1,0.008655232591301954
ABCB1,0.008670264326405245
MAP3K8,0.008671444889373261
EDNRB,0.008710997888061374
NLRP3,0.008797813342275355
KLHL2,0.008804063455967686
NINJ2,0.008810124260583248
DISC1,0.00887657488864748
ADORA3,0.008883121848145267
AOX1,0.00890647737195988
LACTB,0.008972013940235727
GALNT18,0.009128392409551662
PTPRO,0.009144010586641181
PDLIM1,0.009182010132574095
PDE2A,0.009251028367794227
TRIM59,0.009259058448804099
MRGPRF,0.00929417338978058
CPAMD8,0.009364310835389373
CLIP3,0.00942561367959198
STX11,0.009454243226140685
MYCT1,0.009863180185447027
ZFPM2,0.009934606185485336
PTPN21,0.009934963648865798
ETFB,0.010014690271403618
IL17RD,0.010026878537074856
ARL15,0.01004082516563879
SLC12A6,0.010097815725140223
PRRG1,0.010116689956261244
FHOD3,0.010264903189948065
RNF125,0.010335451510851499
PCDHGB7,0.010429686531518167
HAAO,0.010430931760157313
SHROOM4,0.010431252926832366
HSPA12B,0.010541581616954135
N4BP2L1,0.010548911189439744
SOX18,0.010563076836670045
RASL12,0.010572432906668098
KANK1,0.010587999322587617
TMTC1,0.010594594652823386
ALDH3B1,0.010605923524234659
ATP8A1,0.010676095927993097
PPARG,0.010697300710302761
VEGFC,0.010722423699380595
STRA6,0.011000283284477384
IL1RAP,0.01102401461316022
AFAP1L1,0.011035749178492553
PEAR1,0.01103819411323903
ANKRD22,0.011210332346405715
GDPD5,0.011423231522309544
ZNF101,0.011522890698301947
GAPT,0.011630273031010585
FAM13A,0.01177772218543219
PID1,0.01181152715327035
C17orf51,0.011816222323244575
CHCHD10,0.011883085822835482
SMYD2,0.011990130168705957
ZC3H12C,0.012446904560398856
KLHL21,0.01255551624611579
RRAS2,0.012668140508171869
FAM43A,0.012678192106450431
POLR1E,0.012757222571939111
ZBED6CL,0.012784418691607975
ANLN,0.012792745482854624
TENM3,0.0128174748448345
RP11-383H13.1,0.012883551544376667
SLC11A1,0.01288966939696605
XG,0.012894536651294777
ADAMTSL1,0.012913983656112037
STS,0.012922423979338226
PPARGC1B,0.013051575811426198
RGS14,0.01306664035792575
INPP1,0.013096827580141038
BASP1,0.013221978165660857
LIME1,0.013267458300340491
CYP26B1,0.013349952497168341
HERC3,0.013454832222512848
HHIPL1,0.013510839156085749
TBX15,0.013626352745421632
RNF122,0.013666480624219534
LAYN,0.013865626599287731
STAMBPL1,0.013914946179859292
CLCN5,0.013953458464272622
GNAL,0.01398652692433813
PDGFD,0.013991060872695802
MPP6,0.014040933038480986
PDCD5,0.014102968644470136
CLEC3B,0.014107123861571673
PALM2-AKAP2,0.014131593871312801
ARSI,0.01441470654559225
IRAK2,0.01443121786706372
CDH23,0.014441656208274124
MAOB,0.014462052617501036
GRASP,0.014462132007405206
ARHGAP42,0.014562725180030616
PGM2L1,0.014613163989120194
SOX7,0.014618019501919778
PDPR,0.014643841170451036
ARHGAP22,0.014738868736460662
ST3GAL6,0.014746258655939723
SEMA5A,0.014925309327057738
PRKD1,0.01493971024335381
ATAD3B,0.015008752011173567
TMPRSS2,0.015192118842830556
PVR,0.015236531843660497
EGFLAM,0.015282522342323095
CEP85L,0.015290511159068442
FNDC4,0.015418639637716374
SORBS2,0.015451742825523456
TNFRSF11A,0.015455855427126257
WTIP,0.015463052731444164
EVA1A,0.01558434462008833
FLT4,0.015728707706558525
KRT80,0.015740313932500034
PRRX2,0.015773901843124508
KDELC1,0.015844299480751663
ARRDC4,0.015913071471297658
CEP112,0.015923789296659958
MB21D1,0.01595916094024742
BST1,0.01601800589271407
PROCR,0.016029681447796436
GJA4,0.01610740773902277
BLNK,0.01612923769178197
GLI2,0.01625217865439077
IL3RA,0.016396102885480466
TMEM65,0.016458259598627907
FAM69A,0.016468578468022115
FRMD3,0.01653360039725743
CD302,0.016620794963246952
CCDC102A,0.016818616299371213
LAMP5,0.016922633921398814
PAMR1,0.016968542821932817
UBALD2,0.01698061720035026
AC120194.1,0.01704717237682174
GPRASP1,0.017093188198270323
SEMA4A,0.017147468266107267
SGIP1,0.017206138485614142
FAM135A,0.017242425465363725
YOD1,0.017243926314947783
CYS1,0.01729145325734789
REV3L,0.01729832097770155
ATP8B4,0.01730459796475645
PTP4A3,0.01735237793922397
KCNMB1,0.017397144219525745
PLA2R1,0.017422604340938688
TMOD1,0.01743035404079271
C19orf60,0.017462491796539758
LRP8,0.01749558544267577
GMDS,0.01755452919801823
MAPK11,0.01759116240335728
PCDHGA12,0.017643705711157903
WNT5B,0.01764630807611272
PPP2R3A,0.01768444028775324
TTC23,0.017828250339292456
PTCH1,0.017837711944139804
SLFN12,0.01788872733496425
IL11RA,0.017920853577039614
GNE,0.017932928389023862
ADAMTSL2,0.017980726505153755
PDE9A,0.018013905148121647
RRP1,0.01802919033634065
ANKRD65,0.018095014129260983
STEAP1,0.01821250371813334
TMX4,0.018291964313554076
CHSY3,0.018303550584630283
WASF3,0.018393527701943815
EGFL7,0.018430931132772447
PIK3R2,0.01845604377476023
ADAMTS14,0.018473644325348263
GCHFR,0.0184790166767709
4-Sep,0.018494577179955105
DAAM2,0.01863912788036091
C17orf103,0.018688755619738977
PTPRS,0.018739965608486505
DLL4,0.018813191017640257
CREB3L1,0.018832994066284976
CREB5,0.018853087581961126
EVC2,0.01886013646737814
RBPMS,0.018892357737328745
APBA2,0.01896527705082549
PNPLA6,0.0190974253858206
FEZ1,0.01910011362120946
SC5D,0.01911442463383644
DTX1,0.01912608968052026
FAM13C,0.019183280065278807
KCNE3,0.019347753183369377
SLC35F2,0.019388903854601177
PKDCC,0.019406139284733757
FGF2,0.01949477513216699
CDCA2,0.019512618159049637
ANKRD6,0.019581393151360066
CHD9,0.019607754260613258
HS3ST1,0.019629172075862164
ADAM15,0.019631101545596004
THSD7A,0.019690121454242097
ZNF865,0.01977778022600491
PRKG1,0.019897578850171214
EIF5A2,0.019962141017006187
CCDC85B,0.019981806394849505
ATAD3A,0.02000518427974833
PLEKHH2,0.020171351988315454
C3orf80,0.020203562831132792
KCNN3,0.02024196228587837
NUPR1,0.020282300130699295
MEIS1,0.020312711367308185
KLHL29,0.02038473642856671
ARL10,0.020443686177536065
C5orf56,0.020522615950602268
KIF2C,0.020599798052008796
DMXL2,0.02066132370284167
DCUN1D5,0.020827050196609277
KIAA0754,0.020914826325817135
RASA4B,0.02094087767645315
PCDH17,0.020951277246768867
HENMT1,0.020970472463027256
PDGFA,0.020997760228843188
PDE1A,0.021020475604258827
CD163L1,0.02105963696452223
DNAH1,0.02114827774813445
CDH13,0.02116782014069571
ZDHHC14,0.021209324344174538
IQCJ-SCHIP1,0.021235163616447922
TNS4,0.02125257396896252
CDKN2C,0.021263388013314954
LAMA1,0.021284951433155605
BIVM,0.021330479481496932
PRICKLE2,0.021335970770739548
CA5B,0.021463739225677785
B4GALT1,0.02155702574297463
RIMS3,0.02157721393478735
RFTN2,0.02158428669300673
SYTL3,0.02159549400106516
SLX1A,0.021649522527049256
GALT,0.02174940442041303
RILP,0.021763980371335204
DNM1,0.021793220650821888
MAGOH,0.02180583620402524
RPL22L1,0.022063884096696632
GSPT2,0.02208926312704741
TGFA,0.022093537001768106
FANCA,0.022140881024630805
PFDN2,0.022173040712228146
CLDN15,0.02223709092491076
ITPRIPL2,0.02227264140613433
AK4,0.022298898423373455
LSR,0.022301556794918975
PM20D2,0.02237014261367517
SCN4B,0.022390910332946386
DCLRE1C,0.022408038403910136
HOXA10,0.022450602446799854
ANGPT2,0.02247805694046498
KLHL13,0.022536238951743295
RASL11A,0.022631535082522365
AIFM2,0.022667243718731203
LARP6,0.022670827472562226
ECSCR,0.022705853932746756
CENPW,0.0228480347095094
SMAD9,0.0230526237042106
E2F3,0.023085150798370212
TSPYL2,0.023131065355657777
GPR146,0.023138799025888997
CBX7,0.02316044512704941
EPDR1,0.023198340082427864
NAA10,0.023222809552958416
LDLRAD2,0.023252116105823454
NKD2,0.023265053038229257
NOD2,0.023286117030473043
POLR2F,0.023314871814452083
SOBP,0.02334335023917794
ZNF677,0.023383586871741968
USP18,0.023419373846917613
ALPK3,0.023443180843741127
NPM3,0.023497149801738025
LYNX1,0.02350857052401543
LHX6,0.02358481600592604
NOP16,0.02361548537111275
ME1,0.02363690576544589
LRRC8D,0.02365152228248349
THSD1,0.023693849307565157
C2orf74,0.02374162514938471
PVRL3,0.023769428061610472
ABCA7,0.023790888117646413
SMOX,0.023847564690778988
PCED1B,0.023854928135630605
POLD1,0.023920026174071577
MAMLD1,0.024065809893184863
OBSCN,0.024075570395068507
CBS,0.024369610932586674
ENPEP,0.024477806512552814
PDE7B,0.024590643604396993
SKP2,0.024654788547306305
CDC123,0.024742503527490765
MMP28,0.02476085053219124
ITGA8,0.024763994461533018
TUBB3,0.024793509392659237
IER5L,0.024890850317219132
SDK1,0.024919453853824013
KCNC4,0.02497556452631477
CSF3R,0.02498729915076335
ASPHD2,0.025107684321813924
CDK8,0.02514331123285352
PHLDB2,0.025157490291021024
ADM2,0.02526460667418518
DIXDC1,0.025409751963740394
NBPF14,0.025413907026563175
KLF8,0.025430164531652113
CFL2,0.02545584471080678
CTPS1,0.025569379200213224
FMO4,0.025585693724603346
ARHGAP6,0.025708804278361592
FILIP1,0.025720079873456307
GNG7,0.025785544733783965
BCL2L12,0.025848300997547716
SLC2A9,0.025893222152167862
SCML1,0.025903284342124983
RGAG4,0.02592649663712675
CCNB1IP1,0.02597815954045672
SPEG,0.02599238232682369
AKAP7,0.025993252137619046
C9orf142,0.026001953709781166
RHBDL2,0.026042731532855648
ACCS,0.02610532713426524
MICB,0.026109774594757548
GPR137B,0.026112258109792136
C7orf10,0.02613098265269063
FGD4,0.026170129308950598
GAREM,0.026180890462117457
FHAD1,0.026202256176578103
HPCAL1,0.026250652957964145
E2F2,0.026288119937800107
CDKN1C,0.026293841766436673
JUND,0.02629461703269865
AGPAT9,0.02633968306071859
PLCD1,0.02640903581131553
RAB6B,0.02642350629105512
ANKDD1A,0.02654808466873699
TIGD2,0.026574319447102288
CENPN,0.02667303113461034
IQCG,0.026730928093739982
ADAMTS6,0.026750673731183082
ADRA2A,0.026769218180391123
DYRK3,0.027041311174369358
ZDHHC20,0.027075150560795166
CBX2,0.027127372242352035
TBKBP1,0.027179130575106045
FUT2,0.02718199806556656
TYRO3,0.027213239154103525
EAF2,0.02723026871156044
RAPGEF3,0.027250651478331174
SLC25A19,0.027258414266042953
P2RY11,0.027313518412242267
ACACB,0.02740585724725902
TWIST1,0.027409649237201815
C7orf31,0.02742046014511171
HOXC8,0.027427091157693036
MAP2K6,0.027430905900326957
PLEKHG5,0.027472975263171225
NMB,0.02749220913637707
TEAD4,0.02751047455893625
IFITM10,0.027547692567569098
KCND1,0.027554472520787687
PCDHB14,0.02755544588282421
JOSD2,0.027606426734588452
SULT1A4,0.027621479793580515
LOXL3,0.027670089750978146
CTSV,0.027753525475762524
FZD5,0.02775670881986107
BATF,0.027797957557849744
FAM115C,0.027811623413608228
APLF,0.027855285449581938
TRPC1,0.02785845108255014
KCNK1,0.027904207483083875
DNPH1,0.027923150355489656
MT1E,0.02797926430288241
PTTG1,0.02798983583417538
EBF2,0.028048015523803677
KLHL3,0.028062600573814545
FAM207A,0.028077415121558813
DLL1,0.028096074221622875
DZIP1L,0.02809772180378274
PCDHGB6,0.0283762334114637
HEYL,0.02840961378329865
CTNNAL1,0.028435831281222068
ALYREF,0.02846103341112607
USP53,0.028466839789351793
KIAA1614,0.02848203369743294
PELI2,0.028536188131702334
RPL39L,0.028561355475612334
SRPK1,0.02860500610550551
FLJ00104,0.028698049478270527
ECE2,0.02872956318461057
IRF9,0.028731843366033544
MCCC1,0.028745642204033577
PRDM5,0.02879189080662761
INHBB,0.028818461793532403
TRO,0.028854708518736207
TRIM68,0.028861148618611714
RNF114,0.02891917456470952
DNHD1,0.028941310674980604
CCM2L,0.028972897999576225
ZC4H2,0.029025134014290167
TP53,0.02905770861489696
TACC3,0.029076270211362047
AVPI1,0.029122586094430872
NR5A2,0.029130051945702312
TTC39B,0.029135681868603148
ENTPD7,0.02915000462887592
FAHD2A,0.029196395617638746
CACNA1C,0.02919889438341113
MELK,0.02923912841489003
SEC61G,0.02929144486886049
RND1,0.0293014008102458
CYP2S1,0.029309969351323767
ZNF331,0.029341776173011005
RAB37,0.0293499040976812
PAK1IP1,0.029415542521296426
CCDC28B,0.0294234956925167
SLC29A4,0.029440445203173432
BUB1,0.029477944624394948
CDCA8,0.029494550755905204
SLC37A1,0.029526934860150632
BMF,0.029560466834356872
BTBD11,0.02957746632504368
TMEM133,0.029637934524855313
AASS,0.02964107269081752
SLC16A4,0.029668346184216963
ZNF502,0.029669945095619547
MRPL11,0.029720014720510203
FAM212B,0.029720139552589543
CNIH3,0.02972926278135814
PYGB,0.02977950717679575
PCDHGA9,0.029794924271829684
EPB41L3,0.029812403162626604
UPF3B,0.02990325370827138
SESN1,0.029917218039858275
SHCBP1,0.029973732019352196
LYSMD4,0.03001643803677353
HOXD9,0.030071684580721257
CDC42BPA,0.030087645923109464
SLC45A3,0.030171671746156786
SMAD6,0.030305347917808877
GAN,0.030398726165257777
POLH,0.030405169642681685
ADAT2,0.03046809128065543
KIF26A,0.03048760870649514
FAM167B,0.030489251333336093
TRDMT1,0.03051575877372152
NRIP2,0.030714177254988328
RPP25,0.030733813812935232
HSD17B6,0.030743803078285167
KANSL1L,0.030747397815726076
AMMECR1,0.030780211988492987
CDH6,0.03088032337473607
RTKN2,0.030919224853983414
ISOC2,0.03095861326458116
TMOD2,0.03102228824457294
WIPF3,0.031058713211573
LPHN2,0.03108258302385847
B4GALNT1,0.03117314078642722
FAM57A,0.031248920142425772
KIF7,0.03126897253983236
WDR4,0.03127059635355889
C19orf48,0.03128381933436004
PDK3,0.031357411501317066
AMY2B,0.031388897891811485
SLC35G2,0.0314182357028362
PRUNE2,0.03144691751984058
CLYBL,0.03153471750089879
BOP1,0.03153654372993834
PLEKHN1,0.031598410337439514
HES4,0.03163888413700478
TUBB2A,0.03166071074109149
RPS10-NUDT3,0.031782524301704175
STIL,0.031845481481696865
ELOVL7,0.03185418659094665
COX7A1,0.03185994238963093
BAMBI,0.03187367996658962
CEP55,0.031887106239502985
EXOC3L2,0.031918999926805386
KPNA5,0.03195620484328019
CCNE1,0.031978243426477135
AAK1,0.03205351222993472
PLA2G4B,0.03205586805039707
NOVA2,0.03208227226869449
TRPC6,0.03213701126487266
CLTCL1,0.03214068186897973
TMED7-TICAM2,0.03218776003213752
SEC31B,0.03223170175451137
GK,0.03224945727343325
AURKB,0.03224976082065144
ZNF391,0.032271711526010945
ADAMTSL3,0.03230455498340183
APBA1,0.0323486802108358
CCDC18,0.03236131223652888
ZFP37,0.03238324772236211
ZNF354C,0.03240536245380271
BIVM-ERCC5,0.032448587037563405
ZNF175,0.03246784570727572
ARL11,0.032468409359246386
ZNF608,0.03254534564031041
SHF,0.03259733878996669
NEGR1,0.03261532294285392
NDC80,0.03262296835987949
RASL11B,0.0326360065278389
CENPA,0.032675150483816584
PCDHGA6,0.0327152577788844
MICALL2,0.032754404287463686
TMC5,0.0327624134099711
RBP7,0.032765819378500864
ABHD6,0.03285358893042748
F2RL3,0.03288143005405337
UST,0.03288418582905585
FGFR4,0.03302535657113614
DCLRE1B,0.03305406193542021
MSRB1,0.03307261202732907
HEY2,0.03311358607954928
FBXO17,0.033119026724299415
AGO2,0.03316366665589287
ZBTB24,0.03319355652090576
PLEK2,0.03320353635264325
