,Stemness,,,,
TCGA-OL-A5RY,-0.064985821,,,,
TCGA-B6-A40B,-0.32913618,,,,
TCGA-BH-A42V,-0.356432831,,,,
TCGA-E2-A105,-0.178728684,,,,
TCGA-BH-A0BZ,0.135773513,,,,
TCGA-AC-A2FK,-0.418670175,,,,
TCGA-A8-A06P,-0.159101508,,,,
TCGA-B6-A0IP,-0.154502389,,,,
TCGA-D8-A27F,0.309734206,,,,
TCGA-AN-A0FX,0.0571179,,,,
TCGA-PE-A5DD,-0.354643511,,,,
TCGA-AN-A0XN,0.232388734,,,,
TCGA-E9-A1NA,0.084745322,,,,
TCGA-AC-A2FB,-0.146177016,,,,
TCGA-LL-A73Z,-0.072925325,,,,
TCGA-A7-A26F,0.259208965,,,,
TCGA-AC-A23E,0.301504291,,,,
TCGA-A2-A1FW,-0.00702915,,,,
TCGA-EW-A6SC,-0.174581518,,,,
TCGA-AR-A5QP,-0.345140583,,,,
TCGA-D8-A1XC,-0.372639339,,,,
TCGA-EW-A1P5,-0.143821719,,,,
TCGA-BH-A0RX,0.241362627,,,,
TCGA-A7-A13E,0.063650719,,,,
TCGA-A2-A0T5,-0.138215243,,,,
TCGA-C8-A273,-0.140332454,,,,
TCGA-AR-A1AV,-0.080542951,,,,
TCGA-A7-A6VX,-0.365187296,,,,
TCGA-AR-A24N,0.144161274,,,,
TCGA-AN-A0FS,-0.129106606,,,,
TCGA-C8-A8HP,-0.238615401,,,,
TCGA-C8-A278,0.364183573,,,,
TCGA-EW-A1P8,0.378638774,,,,
TCGA-AR-A1AL,-0.079496245,,,,
TCGA-A2-A0SV,0.215721589,,,,
TCGA-A8-A084,-0.131605231,,,,
TCGA-D8-A1JK,-0.021650231,,,,
TCGA-E2-A1LL,0.058368148,,,,
TCGA-A8-A09V,-0.243436221,,,,
TCGA-EW-A1OV,0.004892197,,,,
TCGA-B6-A0IO,-0.186240453,,,,
TCGA-A2-A25A,0.247556922,,,,
TCGA-E2-A1IK,-0.31748215,,,,
TCGA-B6-A0RL,-0.206974593,,,,
TCGA-A2-A0CV,-0.223160341,,,,
TCGA-B6-A0X7,-0.282718294,,,,
TCGA-BH-A1FR,-0.334579127,,,,
TCGA-E9-A1R7,0.044840978,,,,
TCGA-E9-A24A,0.183152265,,,,
TCGA-D8-A1JS,-0.24271022,,,,
TCGA-BH-A0AZ,-0.184935728,,,,
TCGA-BH-A0DK,0.034727244,,,,
TCGA-5L-AAT0,-0.425583965,,,,
TCGA-D8-A1JP,-0.063799191,,,,
TCGA-BH-A1FG,-0.258136991,,,,
TCGA-AC-A7VC,0.081319504,,,,
TCGA-D8-A1X6,0.066302384,,,,
TCGA-D8-A1JD,0.365487867,,,,
TCGA-B6-A1KF,0.14422929,,,,
TCGA-A2-A0YF,0.11541765,,,,
TCGA-B6-A0RS,0.197472742,,,,
TCGA-BH-A0HL,-0.28071021,,,,
TCGA-E2-A15R,-0.116396608,,,,
TCGA-C8-A3M8,-0.229284688,,,,
TCGA-C8-A26W,0.191249431,,,,
TCGA-AN-A0XT,-0.353296818,,,,
TCGA-BH-A1EW,0.170328941,,,,
TCGA-AQ-A1H3,-0.091447361,,,,
TCGA-C8-A1HI,-0.057405625,,,,
TCGA-BH-A0H3,0.011883245,,,,
TCGA-A8-A07B,-0.157480664,,,,
TCGA-BH-A0B8,-0.165148669,,,,
TCGA-E9-A248,0.376975049,,,,
TCGA-AC-A23G,-0.2591046,,,,
TCGA-E9-A243,0.426023454,,,,
TCGA-AO-A0JA,0.114893106,,,,
TCGA-D8-A147,0.288637355,,,,
TCGA-B6-A0RO,-0.266763457,,,,
TCGA-A2-A0YG,0.264344817,,,,
TCGA-E9-A1RF,0.022026238,,,,
TCGA-B6-A0X0,-0.414014733,,,,
TCGA-C8-A275,0.282817414,,,,
TCGA-BH-A18S,-0.18277633,,,,
TCGA-AR-A0U3,-0.043854537,,,,
TCGA-A7-A0CE,0.200315475,,,,
TCGA-BH-A1FE,0.407243123,,,,
TCGA-EW-A1PE,-0.109572699,,,,
TCGA-AR-A24T,0.0877284,,,,
TCGA-GM-A2DH,0.311686364,,,,
TCGA-B6-A0IM,-0.006281397,,,,
TCGA-BH-A0BP,-0.466661297,,,,
TCGA-AO-A12E,-0.141370141,,,,
TCGA-E2-A153,-0.321061095,,,,
TCGA-B6-A0WX,-0.080431815,,,,
TCGA-EW-A1OW,0.296807658,,,,
TCGA-AR-A24K,0.16683088,,,,
TCGA-A2-A0D4,-0.072709851,,,,
TCGA-BH-A0B4,-0.287287833,,,,
TCGA-BH-A0W5,-0.200106288,,,,
TCGA-BH-A0E2,-0.042708921,,,,
TCGA-A7-A4SB,-0.449020574,,,,
TCGA-E9-A1N6,0.170593966,,,,
TCGA-BH-A0BQ,-0.33074891,,,,
TCGA-AR-A250,0.25257611,,,,
TCGA-AR-A251,0.391482099,,,,
TCGA-A8-A09M,-0.143769628,,,,
TCGA-E2-A159,0.318656068,,,,
TCGA-A2-A0CL,0.102755875,,,,
TCGA-BH-A18H,-0.273677845,,,,
TCGA-EW-A6S9,-0.264412545,,,,
TCGA-E9-A22H,0.337797685,,,,
TCGA-AC-A2FG,-0.289432181,,,,
TCGA-A2-A04Q,0.103701626,,,,
TCGA-C8-A1HF,0.389414918,,,,
TCGA-AO-A0JE,0.148899556,,,,
TCGA-A8-A09K,-0.343589224,,,,
TCGA-A2-A4RY,-0.493053409,,,,
TCGA-BH-A0DI,-0.20439938,,,,
TCGA-OL-A66I,0.219039023,,,,
TCGA-A8-A09Q,0.298353731,,,,
TCGA-E2-A1IE,-0.063605096,,,,
TCGA-C8-A26Z,-0.245113326,,,,
TCGA-A2-A0YM,0.312308594,,,,
TCGA-BH-A0C0,0.075840166,,,,
TCGA-A2-A0YH,0.180506786,,,,
TCGA-E2-A15C,-0.321930645,,,,
TCGA-A2-A0EU,-0.205624367,,,,
TCGA-D8-A1JM,0.207401669,,,,
TCGA-D8-A1J8,0.453272639,,,,
TCGA-A2-A0EP,-0.170642229,,,,
TCGA-D8-A1XR,-0.022079246,,,,
TCGA-BH-A204,0.382767836,,,,
TCGA-E9-A1RG,-0.356315118,,,,
TCGA-D8-A27K,-0.147742975,,,,
TCGA-B6-A0X5,-0.065816292,,,,
TCGA-E9-A5UO,-0.320440727,,,,
TCGA-AR-A24O,0.227399308,,,,
TCGA-EW-A1P4,0.366055202,,,,
TCGA-A2-A3XZ,-0.237191836,,,,
TCGA-E2-A10B,-0.014730549,,,,
TCGA-AN-A0AM,0.169665536,,,,
TCGA-A2-A4S2,-0.41749369,,,,
TCGA-B6-A2IU,-0.455567603,,,,
TCGA-A7-A0CH,-0.322744306,,,,
TCGA-E9-A22G,0.220462491,,,,
TCGA-E2-A15O,-0.300653566,,,,
TCGA-S3-A6ZF,-0.011403689,,,,
TCGA-E2-A1IJ,-0.434239824,,,,
TCGA-A8-A07J,-0.189596487,,,,
TCGA-E9-A1RE,-0.155541635,,,,
TCGA-A8-A08A,-0.342346799,,,,
TCGA-AR-A255,0.282162595,,,,
TCGA-A2-A0CP,-0.48140914,,,,
TCGA-AO-A12C,-0.312191659,,,,
TCGA-A2-A0CT,-0.043256614,,,,
TCGA-A2-A25D,0.132640441,,,,
TCGA-LL-A5YO,-0.078444821,,,,
TCGA-A8-A09I,0.415602696,,,,
TCGA-AR-A24Q,0.293922428,,,,
TCGA-D8-A1XQ,0.258406842,,,,
TCGA-AN-A0AS,-0.087458751,,,,
TCGA-D8-A27G,0.225851064,,,,
TCGA-AR-A1AX,-0.000121763,,,,
TCGA-BH-A18V,0.382465818,,,,
TCGA-AR-A0TT,0.074297103,,,,
TCGA-BH-A18M,0.038827248,,,,
TCGA-A7-A26E,0.266785162,,,,
TCGA-AR-A24U,0.284530477,,,,
TCGA-AR-A1AH,0.237951419,,,,
TCGA-A8-A07L,0.123333504,,,,
TCGA-BH-A18L,-0.05390865,,,,
TCGA-E2-A1LE,-0.039276619,,,,
TCGA-A7-A26H,0.157993137,,,,
TCGA-C8-A8HR,-0.222263358,,,,
TCGA-OL-A66J,-0.371993946,,,,
TCGA-AC-A8OS,-0.429898709,,,,
TCGA-BH-A1EU,0.136766736,,,,
TCGA-S3-AA15,-0.116681528,,,,
TCGA-B6-A1KN,0.267067908,,,,
TCGA-A8-A08F,0.147675511,,,,
TCGA-A8-A06T,0.046934311,,,,
TCGA-AR-A2LK,0.217437695,,,,
TCGA-LL-A441,-0.263458793,,,,
TCGA-AR-A0U0,0.342500517,,,,
TCGA-D8-A1XF,0.014309581,,,,
TCGA-A8-A09E,-0.143332745,,,,
TCGA-A7-A26J,0.209680469,,,,
TCGA-A8-A08I,0.0791296,,,,
TCGA-5T-A9QA,-0.3284469,,,,
TCGA-AO-A0JM,0.090762788,,,,
TCGA-E2-A1LG,0.268814915,,,,
TCGA-AO-A0JC,-0.079140136,,,,
TCGA-B6-A401,-0.462699169,,,,
TCGA-LL-A7T0,-0.308004329,,,,
TCGA-AR-A1AN,-0.092787917,,,,
TCGA-C8-A26V,0.197566961,,,,
TCGA-A2-A0EM,-0.037253943,,,,
TCGA-BH-A0B7,0.058951455,,,,
TCGA-A7-A5ZV,-0.159178511,,,,
TCGA-OL-A6VR,-0.445164074,,,,
TCGA-BH-A0H9,-0.172598763,,,,
TCGA-C8-A12X,-0.36624155,,,,
TCGA-E2-A1LB,-0.137682834,,,,
TCGA-D8-A140,-0.236553936,,,,
TCGA-C8-A3M7,-0.080586811,,,,
TCGA-E2-A15E,-0.39107415,,,,
TCGA-A2-A0EV,0.073482859,,,,
TCGA-E9-A1RD,0.225766431,,,,
TCGA-D8-A27P,-0.405104612,,,,
TCGA-C8-A12T,0.151753542,,,,
TCGA-S3-A6ZH,-0.190138279,,,,
TCGA-OL-A5RZ,-0.32250669,,,,
TCGA-S3-AA11,-0.462590653,,,,
TCGA-A2-A3XX,-0.159097162,,,,
TCGA-AR-A2LE,-0.314144994,,,,
TCGA-A2-A0SW,0.045566513,,,,
TCGA-AR-A256,0.376108206,,,,
TCGA-BH-A6R8,-0.377169995,,,,
TCGA-A8-A06Y,-0.254341874,,,,
TCGA-AC-A2FE,-0.037364069,,,,
TCGA-AR-A1AQ,0.304381877,,,,
TCGA-D8-A1Y1,0.247729476,,,,
TCGA-EW-A1PD,0.046990002,,,,
TCGA-BH-A0HW,-0.170843675,,,,
TCGA-GI-A2C8,-0.304409954,,,,
TCGA-A8-A09D,-0.016133321,,,,
TCGA-C8-A12V,0.182724871,,,,
TCGA-AO-A12G,-0.033015609,,,,
TCGA-BH-A1F2,0.307818198,,,,
TCGA-AR-A1AO,0.172337274,,,,
TCGA-D8-A1X9,0.304590583,,,,
TCGA-E2-A15J,-0.18457307,,,,
TCGA-AC-A23C,0.228660083,,,,
TCGA-E9-A1QZ,0.105295905,,,,
TCGA-BH-A0HP,0.051382382,,,,
TCGA-A2-A0EQ,0.121722342,,,,
TCGA-AR-A1AM,-0.434323884,,,,
TCGA-E9-A1NH,-0.251155907,,,,
TCGA-A8-A07R,0.267928557,,,,
TCGA-A2-A3Y0,0.111773601,,,,
TCGA-GM-A2DF,-0.016977007,,,,
TCGA-E2-A150,0.281517652,,,,
TCGA-A8-A06Q,0.228212942,,,,
TCGA-A8-A09B,-0.342033208,,,,
TCGA-HN-A2OB,-0.464814287,,,,
TCGA-AN-A0AJ,0.362573023,,,,
TCGA-A7-A3J1,-0.288691051,,,,
TCGA-E2-A106,-0.375920169,,,,
TCGA-PL-A8LX,-0.42862112,,,,
TCGA-C8-A12O,0.153258396,,,,
TCGA-C8-A1HK,0.220827822,,,,
TCGA-B6-A0IK,-0.174149333,,,,
TCGA-BH-A0BD,0.138716561,,,,
TCGA-D8-A1XU,-0.019557948,,,,
TCGA-E2-A15G,-0.436318488,,,,
TCGA-D8-A1JB,-0.260837978,,,,
TCGA-EW-A1J2,-0.152698389,,,,
TCGA-A2-A0ET,-0.081685553,,,,
TCGA-A2-A3XW,-0.442835193,,,,
TCGA-D8-A27R,0.096625576,,,,
TCGA-AO-A1KO,-0.210524548,,,,
TCGA-EW-A6SD,-0.066704356,,,,
TCGA-BH-A18P,0.268582687,,,,
TCGA-A8-A08R,0.285881308,,,,
TCGA-AO-A0JD,0.454966273,,,,
TCGA-AR-A2LL,-0.15760748,,,,
TCGA-D8-A27V,0.154974137,,,,
TCGA-BH-A0BO,-0.138461202,,,,
TCGA-BH-A0DV,-0.098891204,,,,
TCGA-A8-A08Z,0.203006684,,,,
TCGA-D8-A13Y,-0.020022733,,,,
TCGA-BH-A0C3,-0.115889794,,,,
TCGA-D8-A145,-0.304977471,,,,
TCGA-A2-A1G1,0.423696754,,,,
TCGA-A1-A0SP,0.308619805,,,,
TCGA-E9-A1RI,0.032355639,,,,
TCGA-AN-A04D,0.067854255,,,,
TCGA-A8-A0AD,0.043354205,,,,
TCGA-A2-A0YK,-0.180269724,,,,
TCGA-AN-A0FV,-0.186049819,,,,
TCGA-A2-A25F,0.457803517,,,,
TCGA-A8-A07E,0.356406512,,,,
TCGA-A8-A079,-0.053489969,,,,
TCGA-BH-A0E7,-0.186174742,,,,
TCGA-A1-A0SQ,-0.28648783,,,,
TCGA-BH-A1ES,-0.307209367,,,,
TCGA-A7-A0CJ,0.182684261,,,,
TCGA-D8-A73U,-0.339923127,,,,
TCGA-BH-A1FC,0.334398883,,,,
TCGA-A2-A04V,-0.026527468,,,,
TCGA-BH-A0HY,0.059281041,,,,
TCGA-A8-A08H,0.344112171,,,,
TCGA-AR-A2LQ,-0.229858482,,,,
TCGA-HN-A2NL,0.219910556,,,,
TCGA-A2-A0CM,0.265238144,,,,
TCGA-A8-A083,-0.250867224,,,,
TCGA-BH-A0DG,-0.298202836,,,,
TCGA-A7-A4SC,-0.473030929,,,,
TCGA-S3-AA10,0.222711366,,,,
TCGA-BH-A0DT,-0.305864044,,,,
TCGA-AO-A12B,-0.295139908,,,,
TCGA-E2-A10F,0.037133217,,,,
TCGA-A2-A1FV,-0.037383066,,,,
TCGA-EW-A1OX,-0.366829353,,,,
TCGA-B6-A0WZ,-0.234489416,,,,
TCGA-B6-A0I6,0.070253954,,,,
TCGA-E9-A245,-0.466469495,,,,
TCGA-C8-A12N,-0.284715368,,,,
TCGA-BH-A0HU,0.015596741,,,,
TCGA-BH-A0B1,0.073915726,,,,
TCGA-D8-A1JC,0.20638787,,,,
TCGA-E2-A15H,-0.340728812,,,,
TCGA-BH-A0C1,0.264303015,,,,
TCGA-E2-A14Y,0.232806078,,,,
TCGA-A2-A0YD,-0.185345812,,,,
TCGA-E2-A10A,0.154149047,,,,
TCGA-AO-A0JG,-0.147624821,,,,
TCGA-D8-A27L,-0.131751054,,,,
TCGA-BH-A18Q,0.077691027,,,,
TCGA-OL-A6VQ,-0.482997808,,,,
TCGA-E9-A1R2,-0.293858335,,,,
TCGA-A2-A04T,0.310700759,,,,
TCGA-BH-A18U,0.286178518,,,,
TCGA-AN-A0XP,-0.189944454,,,,
TCGA-BH-A1FU,0.261416338,,,,
TCGA-A8-A097,0.207755206,,,,
TCGA-GM-A2DL,0.022662838,,,,
TCGA-LD-A7W6,-0.348241108,,,,
TCGA-AC-A2BM,-0.071616294,,,,
TCGA-EW-A3E8,-0.354898781,,,,
TCGA-BH-A0DS,-0.386726009,,,,
TCGA-A2-A3XS,-0.114449179,,,,
TCGA-A8-A0A1,-0.082183454,,,,
TCGA-BH-A8FZ,-0.263293828,,,,
TCGA-BH-A0B6,-0.17829484,,,,
TCGA-BH-A0HK,-0.108251152,,,,
TCGA-BH-A0B3,0.330162392,,,,
TCGA-BH-A0C7,0.206194217,,,,
TCGA-A7-A0DA,-0.075130372,,,,
TCGA-B6-A0IQ,0.193268725,,,,
TCGA-AN-A0FW,-0.139926884,,,,
TCGA-BH-A1EY,-0.256898083,,,,
TCGA-BH-A0BA,-0.242858366,,,,
TCGA-AC-A2FM,-0.350890382,,,,
TCGA-AO-A12F,0.18656971,,,,
TCGA-AR-A0TS,0.209286038,,,,
TCGA-A1-A0SJ,-0.070595162,,,,
TCGA-E9-A3QA,0.081344132,,,,
TCGA-S3-AA14,-0.442685498,,,,
TCGA-BH-A0B5,0.028526631,,,,
TCGA-A8-A096,0.351814241,,,,
TCGA-EW-A6SA,-0.1322288,,,,
TCGA-E2-A15S,-0.030596599,,,,
TCGA-AC-A8OP,-0.494109896,,,,
TCGA-A2-A25C,0.374336553,,,,
TCGA-AN-A0FK,-0.095851156,,,,
TCGA-AN-A049,-0.221646712,,,,
TCGA-D8-A27T,0.048606347,,,,
TCGA-D8-A73X,-0.390983835,,,,
TCGA-C8-A132,-0.003024653,,,,
TCGA-E9-A229,0.263743044,,,,
TCGA-A8-A08P,0.244870597,,,,
TCGA-A8-A09W,0.199999789,,,,
TCGA-E2-A14U,-0.506396506,,,,
TCGA-D8-A1XM,0.243396905,,,,
